pid1,pid2,uid1,uid2,label,path1,path2
30123,85131,585,585,1,data\dev\30123,data\dev\85131
66428,9118,525,859,0,data\dev\66428,data\dev\9118
17660,66184,242,242,1,data\dev\17660,data\dev\66184
20468,8226,240,240,1,data\dev\20468,data\dev\8226
70848,39918,865,865,1,data\dev\70848,data\dev\39918
61767,16279,943,943,1,data\dev\61767,data\dev\16279
39084,80533,107,170,0,data\dev\39084,data\dev\80533
89616,33712,293,293,1,data\dev\89616,data\dev\33712
24187,216,29,704,0,data\dev\24187,data\dev\216
6324,96510,194,259,0,data\dev\6324,data\dev\96510
2000,59830,650,879,0,data\dev\2000,data\dev\59830
36475,80831,562,732,0,data\dev\36475,data\dev\80831
20929,74897,371,595,0,data\dev\20929,data\dev\74897
88966,78785,718,718,1,data\dev\88966,data\dev\78785
17509,8075,394,53,0,data\dev\17509,data\dev\8075
18197,66850,349,477,0,data\dev\18197,data\dev\66850
31923,47406,220,0,0,data\dev\31923,data\dev\47406
64201,36801,876,876,1,data\dev\64201,data\dev\36801
86996,34482,547,501,0,data\dev\86996,data\dev\34482
14740,16072,727,746,0,data\dev\14740,data\dev\16072
90765,52372,319,871,0,data\dev\90765,data\dev\52372
64776,36504,893,893,1,data\dev\64776,data\dev\36504
13762,55631,180,536,0,data\dev\13762,data\dev\55631
97308,35542,311,85,0,data\dev\97308,data\dev\35542
79348,28384,908,915,0,data\dev\79348,data\dev\28384
8076,1377,212,212,1,data\dev\8076,data\dev\1377
8633,2416,913,913,1,data\dev\8633,data\dev\2416
630,57133,43,43,1,data\dev\630,data\dev\57133
31401,49332,630,630,1,data\dev\31401,data\dev\49332
41992,92752,266,266,1,data\dev\41992,data\dev\92752
78934,78873,982,982,1,data\dev\78934,data\dev\78873
30656,24876,572,572,1,data\dev\30656,data\dev\24876
9355,53949,976,976,1,data\dev\9355,data\dev\53949
97018,54737,824,824,1,data\dev\97018,data\dev\54737
48827,946,213,792,0,data\dev\48827,data\dev\946
37355,78615,696,696,1,data\dev\37355,data\dev\78615
73048,13418,579,579,1,data\dev\73048,data\dev\13418
6333,65416,447,365,0,data\dev\6333,data\dev\65416
97587,15634,547,547,1,data\dev\97587,data\dev\15634
59112,12128,462,623,0,data\dev\59112,data\dev\12128
53490,63510,386,396,0,data\dev\53490,data\dev\63510
59008,48274,748,266,0,data\dev\59008,data\dev\48274
95074,96355,241,241,1,data\dev\95074,data\dev\96355
5654,7351,75,75,1,data\dev\5654,data\dev\7351
34545,50920,248,760,0,data\dev\34545,data\dev\50920
29319,39810,844,396,0,data\dev\29319,data\dev\39810
88280,50206,622,149,0,data\dev\88280,data\dev\50206
79982,78093,944,104,0,data\dev\79982,data\dev\78093
79952,82890,245,965,0,data\dev\79952,data\dev\82890
2172,27924,651,827,0,data\dev\2172,data\dev\27924
14231,98074,252,843,0,data\dev\14231,data\dev\98074
24361,78170,371,371,1,data\dev\24361,data\dev\78170
54474,19274,449,3,0,data\dev\54474,data\dev\19274
59925,70893,297,562,0,data\dev\59925,data\dev\70893
24911,59445,555,555,1,data\dev\24911,data\dev\59445
67842,27830,788,788,1,data\dev\67842,data\dev\27830
90834,68694,117,117,1,data\dev\90834,data\dev\68694
85581,70418,261,261,1,data\dev\85581,data\dev\70418
86333,88459,177,177,1,data\dev\86333,data\dev\88459
33242,2886,485,485,1,data\dev\33242,data\dev\2886
2301,7500,631,631,1,data\dev\2301,data\dev\7500
57359,82999,743,257,0,data\dev\57359,data\dev\82999
6819,19385,49,182,0,data\dev\6819,data\dev\19385
18016,44068,967,765,0,data\dev\18016,data\dev\44068
12406,64741,672,672,1,data\dev\12406,data\dev\64741
38319,32975,711,626,0,data\dev\38319,data\dev\32975
60216,29452,415,415,1,data\dev\60216,data\dev\29452
10653,61634,69,732,0,data\dev\10653,data\dev\61634
91314,45952,875,875,1,data\dev\91314,data\dev\45952
30607,83349,841,825,0,data\dev\30607,data\dev\83349
39640,16192,308,308,1,data\dev\39640,data\dev\16192
42491,59863,251,52,0,data\dev\42491,data\dev\59863
50358,60097,537,216,0,data\dev\50358,data\dev\60097
2088,77377,305,648,0,data\dev\2088,data\dev\77377
10186,60294,970,970,1,data\dev\10186,data\dev\60294
50004,80962,891,891,1,data\dev\50004,data\dev\80962
6100,43848,197,197,1,data\dev\6100,data\dev\43848
46333,74559,724,35,0,data\dev\46333,data\dev\74559
43314,25158,204,824,0,data\dev\43314,data\dev\25158
59981,82476,429,849,0,data\dev\59981,data\dev\82476
70729,7526,820,820,1,data\dev\70729,data\dev\7526
75676,69533,214,214,1,data\dev\75676,data\dev\69533
76864,64095,896,896,1,data\dev\76864,data\dev\64095
76912,71242,941,941,1,data\dev\76912,data\dev\71242
54742,81904,620,620,1,data\dev\54742,data\dev\81904
57160,78359,262,153,0,data\dev\57160,data\dev\78359
65854,68550,968,968,1,data\dev\65854,data\dev\68550
17762,15866,898,19,0,data\dev\17762,data\dev\15866
2019,33336,608,806,0,data\dev\2019,data\dev\33336
30515,32572,829,196,0,data\dev\30515,data\dev\32572
75670,10924,185,185,1,data\dev\75670,data\dev\10924
15643,61003,649,649,1,data\dev\15643,data\dev\61003
30740,88060,863,863,1,data\dev\30740,data\dev\88060
23291,17687,996,122,0,data\dev\23291,data\dev\17687
74500,41989,94,793,0,data\dev\74500,data\dev\41989
49236,81804,749,749,1,data\dev\49236,data\dev\81804
2333,1634,863,509,0,data\dev\2333,data\dev\1634
62544,2317,933,801,0,data\dev\62544,data\dev\2317
16649,14864,219,219,1,data\dev\16649,data\dev\14864
80236,25209,668,336,0,data\dev\80236,data\dev\25209
3264,8600,72,72,1,data\dev\3264,data\dev\8600
29982,5249,508,669,0,data\dev\29982,data\dev\5249
89873,60826,898,898,1,data\dev\89873,data\dev\60826
35093,31447,301,301,1,data\dev\35093,data\dev\31447
67845,88933,161,59,0,data\dev\67845,data\dev\88933
89567,83966,763,763,1,data\dev\89567,data\dev\83966
38174,30683,140,934,0,data\dev\38174,data\dev\30683
32494,67085,867,867,1,data\dev\32494,data\dev\67085
99651,46555,320,930,0,data\dev\99651,data\dev\46555
58949,66119,324,324,1,data\dev\58949,data\dev\66119
25421,69024,871,813,0,data\dev\25421,data\dev\69024
34128,91493,983,983,1,data\dev\34128,data\dev\91493
42116,93333,731,77,0,data\dev\42116,data\dev\93333
62035,25830,648,648,1,data\dev\62035,data\dev\25830
42915,65521,723,723,1,data\dev\42915,data\dev\65521
48495,54493,50,50,1,data\dev\48495,data\dev\54493
87586,77358,191,191,1,data\dev\87586,data\dev\77358
74720,50173,804,804,1,data\dev\74720,data\dev\50173
84440,49189,849,529,0,data\dev\84440,data\dev\49189
53279,82952,648,648,1,data\dev\53279,data\dev\82952
78876,22493,877,877,1,data\dev\78876,data\dev\22493
65419,13375,408,277,0,data\dev\65419,data\dev\13375
63710,96059,992,674,0,data\dev\63710,data\dev\96059
80677,39633,286,680,0,data\dev\80677,data\dev\39633
14990,84212,185,185,1,data\dev\14990,data\dev\84212
36423,40025,947,235,0,data\dev\36423,data\dev\40025
41745,80973,729,729,1,data\dev\41745,data\dev\80973
38894,17241,418,418,1,data\dev\38894,data\dev\17241
63990,69087,993,993,1,data\dev\63990,data\dev\69087
51732,51490,280,280,1,data\dev\51732,data\dev\51490
82259,32372,223,223,1,data\dev\82259,data\dev\32372
54126,42836,768,704,0,data\dev\54126,data\dev\42836
43774,21597,764,764,1,data\dev\43774,data\dev\21597
66291,9333,495,74,0,data\dev\66291,data\dev\9333
46976,23067,832,832,1,data\dev\46976,data\dev\23067
47422,51189,95,486,0,data\dev\47422,data\dev\51189
18134,46403,141,538,0,data\dev\18134,data\dev\46403
17066,4839,857,94,0,data\dev\17066,data\dev\4839
62402,46608,491,740,0,data\dev\62402,data\dev\46608
27708,52163,356,115,0,data\dev\27708,data\dev\52163
20775,67283,277,307,0,data\dev\20775,data\dev\67283
87421,58549,872,887,0,data\dev\87421,data\dev\58549
67430,72461,722,135,0,data\dev\67430,data\dev\72461
94369,31904,47,47,1,data\dev\94369,data\dev\31904
73168,61398,156,700,0,data\dev\73168,data\dev\61398
71303,4669,929,929,1,data\dev\71303,data\dev\4669
44569,6981,595,561,0,data\dev\44569,data\dev\6981
4964,80794,114,236,0,data\dev\4964,data\dev\80794
47874,23699,268,307,0,data\dev\47874,data\dev\23699
47819,87973,343,38,0,data\dev\47819,data\dev\87973
7020,22106,747,748,0,data\dev\7020,data\dev\22106
28303,52969,213,213,1,data\dev\28303,data\dev\52969
63142,34799,179,179,1,data\dev\63142,data\dev\34799
45787,4486,884,524,0,data\dev\45787,data\dev\4486
26358,92785,838,838,1,data\dev\26358,data\dev\92785
19514,95936,495,495,1,data\dev\19514,data\dev\95936
74436,5297,879,879,1,data\dev\74436,data\dev\5297
6196,96494,768,768,1,data\dev\6196,data\dev\96494
34118,13634,267,180,0,data\dev\34118,data\dev\13634
50904,10641,805,805,1,data\dev\50904,data\dev\10641
47950,99161,366,887,0,data\dev\47950,data\dev\99161
80680,89417,632,572,0,data\dev\80680,data\dev\89417
38245,60806,514,514,1,data\dev\38245,data\dev\60806
46239,3877,407,328,0,data\dev\46239,data\dev\3877
2133,84485,866,866,1,data\dev\2133,data\dev\84485
14603,32626,824,824,1,data\dev\14603,data\dev\32626
16171,87167,303,303,1,data\dev\16171,data\dev\87167
94192,17917,884,884,1,data\dev\94192,data\dev\17917
23665,34156,949,949,1,data\dev\23665,data\dev\34156
44889,28059,744,744,1,data\dev\44889,data\dev\28059
10196,26152,749,749,1,data\dev\10196,data\dev\26152
58162,78057,533,973,0,data\dev\58162,data\dev\78057
25364,58693,829,451,0,data\dev\25364,data\dev\58693
66171,30807,51,647,0,data\dev\66171,data\dev\30807
61005,5831,481,481,1,data\dev\61005,data\dev\5831
45466,60619,248,248,1,data\dev\45466,data\dev\60619
18812,29412,698,539,0,data\dev\18812,data\dev\29412
53434,34291,941,941,1,data\dev\53434,data\dev\34291
88351,8229,533,389,0,data\dev\88351,data\dev\8229
20663,61634,732,732,1,data\dev\20663,data\dev\61634
75905,66938,903,100,0,data\dev\75905,data\dev\66938
57304,61679,476,925,0,data\dev\57304,data\dev\61679
14158,32960,249,249,1,data\dev\14158,data\dev\32960
27196,60422,223,211,0,data\dev\27196,data\dev\60422
62982,72455,669,669,1,data\dev\62982,data\dev\72455
43294,19526,70,729,0,data\dev\43294,data\dev\19526
82717,17769,623,623,1,data\dev\82717,data\dev\17769
78035,87956,40,921,0,data\dev\78035,data\dev\87956
94369,97353,47,47,1,data\dev\94369,data\dev\97353
512,91794,871,871,1,data\dev\512,data\dev\91794
54187,37739,41,549,0,data\dev\54187,data\dev\37739
92618,10625,195,241,0,data\dev\92618,data\dev\10625
56629,11502,902,902,1,data\dev\56629,data\dev\11502
6552,27656,101,330,0,data\dev\6552,data\dev\27656
20061,29228,600,600,1,data\dev\20061,data\dev\29228
67497,56326,904,904,1,data\dev\67497,data\dev\56326
70156,15503,573,14,0,data\dev\70156,data\dev\15503
73405,10519,198,198,1,data\dev\73405,data\dev\10519
91593,26150,392,392,1,data\dev\91593,data\dev\26150
82220,94503,471,302,0,data\dev\82220,data\dev\94503
47637,19386,313,978,0,data\dev\47637,data\dev\19386
88741,34939,293,261,0,data\dev\88741,data\dev\34939
76895,91534,348,208,0,data\dev\76895,data\dev\91534
90965,48468,825,825,1,data\dev\90965,data\dev\48468
46068,5152,17,17,1,data\dev\46068,data\dev\5152
46847,89830,16,434,0,data\dev\46847,data\dev\89830
95363,22422,981,593,0,data\dev\95363,data\dev\22422
57285,43851,519,910,0,data\dev\57285,data\dev\43851
88459,79819,177,393,0,data\dev\88459,data\dev\79819
30455,39633,680,680,1,data\dev\30455,data\dev\39633
58062,56673,298,328,0,data\dev\58062,data\dev\56673
35012,93225,484,499,0,data\dev\35012,data\dev\93225
77192,15446,652,679,0,data\dev\77192,data\dev\15446
16384,13195,90,90,1,data\dev\16384,data\dev\13195
42276,38393,5,311,0,data\dev\42276,data\dev\38393
9473,89221,703,801,0,data\dev\9473,data\dev\89221
49953,5508,89,89,1,data\dev\49953,data\dev\5508
41916,23685,437,155,0,data\dev\41916,data\dev\23685
39988,57569,718,88,0,data\dev\39988,data\dev\57569
50103,36539,96,96,1,data\dev\50103,data\dev\36539
16867,77895,3,176,0,data\dev\16867,data\dev\77895
30176,12412,237,575,0,data\dev\30176,data\dev\12412
73645,48962,744,744,1,data\dev\73645,data\dev\48962
29782,68085,999,999,1,data\dev\29782,data\dev\68085
52087,36545,445,445,1,data\dev\52087,data\dev\36545
89689,64718,734,734,1,data\dev\89689,data\dev\64718
75916,63229,125,125,1,data\dev\75916,data\dev\63229
8661,58307,753,979,0,data\dev\8661,data\dev\58307
52178,83049,314,402,0,data\dev\52178,data\dev\83049
43336,7403,582,484,0,data\dev\43336,data\dev\7403
61174,74570,675,824,0,data\dev\61174,data\dev\74570
69089,8596,749,839,0,data\dev\69089,data\dev\8596
32960,77637,249,249,1,data\dev\32960,data\dev\77637
47341,40539,796,705,0,data\dev\47341,data\dev\40539
13019,83441,895,895,1,data\dev\13019,data\dev\83441
76298,47985,833,833,1,data\dev\76298,data\dev\47985
91367,62338,614,614,1,data\dev\91367,data\dev\62338
36588,2179,499,745,0,data\dev\36588,data\dev\2179
28230,24365,736,736,1,data\dev\28230,data\dev\24365
44086,24461,560,635,0,data\dev\44086,data\dev\24461
65106,25297,859,859,1,data\dev\65106,data\dev\25297
77025,43186,505,505,1,data\dev\77025,data\dev\43186
81727,22184,754,754,1,data\dev\81727,data\dev\22184
43909,34296,259,328,0,data\dev\43909,data\dev\34296
86865,51934,204,204,1,data\dev\86865,data\dev\51934
86560,51470,562,669,0,data\dev\86560,data\dev\51470
72022,39499,790,790,1,data\dev\72022,data\dev\39499
68015,3959,788,642,0,data\dev\68015,data\dev\3959
84984,74624,854,893,0,data\dev\84984,data\dev\74624
85363,8390,59,59,1,data\dev\85363,data\dev\8390
12938,3118,80,389,0,data\dev\12938,data\dev\3118
94859,9373,891,94,0,data\dev\94859,data\dev\9373
10430,93543,724,565,0,data\dev\10430,data\dev\93543
